EXTERNAL PREDICTORS - DAILY DATA FILE
=====================================

        This file is used to define 'external' predictors, for which
daily data are available, to a Generalized Linear Model for some
climate/weather variable. By 'external', we mean non-deterministic
time-varying quantities (i.e. not trends) other than the variable under
consideration. Excluding this header, there are 2 sections to the file.
The first is used to define and label the predictors, and the second to
provide the data.

    Definition of predictors:
    -------------------------
        The first line of the file, after this header, should
    contain a single integer NPRED, which is the number of
    predictors being defined in this file. The subsequent NPRED lines
    contain text (up to 70 characters) describing each predictor:
    this will be used in labelling model output.

    Format of data section
    ----------------------
        The "data input" section of the file begins on the 2nd line
    after the predictor definition section. Each line contains data for
    1 month, and looks something like:

     YYYYMMDD  PRED(1)  ...  PRED(2)  ...  PRED(NPRED)

    where YYYY is the year
          MM is the month
          DD is the day
          PRED(.) are the values of the various predictors in this
          day (in the order specified in the 'predictor definition'
          section), each of which occupies the first 10 free positions
          of the line starting with position 10

    These rows are read using the FORTRAN format I4,2I2,1X,N(F10.0).

    Missing data should be entered as -9999.9.

This header is 41 lines long.
-------------------------------------------------------------------------------
20
MSLP (mbar-1000)
Surface temperature (deg C)
500-hPa geopotential (units unclear)
700-hPa geopotential (units unclear)
850-hPa geopotential (units unclear)
500-hPa temperature (deg C)
700-hPa temperature (deg C)
850-hPa temperature (deg C)
500-hPa u wind (m/s)
700-hPa u wind (m/s)
850-hPa u wind (m/s)
500-hPa v wind (m/s)
700-hPa v wind (m/s)
850-hPa v wind (m/s)
500-hPa specific humidity (g/kg)
700-hPa specific humidity (g/kg)
850-hPa specific humidity (g/kg)
500-hPa wind speed (m/s)
700-hPa wind speed (m/s)
850-hPa wind speed (m/s)
*************************END OF PREDICTOR DEFINITION*************************
19790101     5.2695  -12.2015    0.9233   -3.1627   -2.4878   -9.8937  -13.5910  -15.0071   17.4258   10.7779    4.4412    0.5829   -5.1157   -7.2363    0.2782    1.2155    1.3744   17.4355   11.9304    8.4905
19790102    21.3975  -12.1216    0.7348   -2.3466   -1.3197  -19.7807  -22.6932  -17.6516    5.5708    3.7921    7.3106  -10.9150  -10.9559   -7.4188    0.1166    0.3750    0.7846   12.2545   11.5936   10.4155
19790103    20.2648   -9.9283    1.3584   -2.1227   -1.2537  -17.5118  -18.9843  -14.8915    6.4203    8.2026    8.8250  -22.4583  -15.5072   -9.4984    0.1171    0.5300    1.1738   23.3580   17.5430   12.9653
19790104    14.5198  -10.7020    1.7003   -2.2990   -1.6312  -12.4318  -13.2811  -13.6119    8.8398    3.6729    1.0692  -19.7932  -13.3932   -6.9510    0.0687    0.3387    1.0180   21.6775   13.8877    7.0328
19790105    22.5480  -13.1953    2.6494   -1.5965   -1.0981  -11.2607   -9.2497  -13.1534    8.7250    2.8934   -0.6833  -13.2606   -8.1817   -3.2081    0.1140    0.5138    0.9824   15.8736    8.6782    3.2801
19790106    30.4381  -12.7491    3.4074   -0.7512   -0.3793  -11.2720   -9.4342   -8.4889   11.4786    3.7239   -0.9245  -10.5914   -4.6468   -1.3443    0.2806    0.6085    1.1260   15.6184    5.9549    1.6316
19790107    34.3773  -10.5879    4.9463    0.0996    0.1937   -3.8070   -4.1644   -3.1866    7.0295    5.9914    6.5753  -14.6632   -5.4473    0.9688    0.5535    1.4135    1.3291   16.2611    8.0975    6.6463
19790108    25.6505   -4.0490    5.0394   -0.0450   -0.1885   -2.9298   -0.0987    0.6267   18.8935   14.4611   11.5098   -0.2781    0.2527    0.2905    0.7405    2.2914    2.5721   18.8955   14.4633   11.5134
19790109    13.6947   -0.7362    3.8335   -1.1189   -1.1300   -3.4655   -2.6173   -1.2846   17.0082   11.3699    7.6498    8.0570    4.5147    3.0818    0.8779    2.7219    3.2863   18.8201   12.2334    8.2472
19790110     4.6818   -0.6616    2.0812   -2.2505   -1.9658   -9.3555   -8.4237   -5.2910   14.9503   11.0176    7.9634    8.5914    2.8230    3.4313    0.3594    0.7787    2.0133   17.2430   11.3735    8.6712
19790111   -13.5326   -1.0583    0.5095   -3.6476   -3.3669  -12.6172   -9.1203   -4.6138    8.3353   10.9903    9.6991   11.5602    6.6600    7.4718    0.3546    1.2654    2.4844   14.2519   12.8508   12.2433
19790112    -5.5499   -1.1668    0.6280   -3.1905   -2.7785  -16.4978  -11.9688   -6.4877   10.3173   12.2951   12.5321   -3.5458   -3.2769   -1.2131    0.2086    1.1062    2.5330   10.9096   12.7243   12.5907
19790113    10.4413   -1.9371    1.5050   -2.1425   -1.6144  -17.4422  -13.9865   -8.4569    7.8515   10.9318   11.1592   -7.4015   -8.2511   -6.9443    0.1943    0.9228    2.1536   10.7902   13.6961   13.1435
19790114    24.5206   -2.5514    2.6100   -1.1781   -0.6070  -13.7872  -14.6004   -9.3901    4.4799    6.8956    8.7752  -14.6677  -11.1398   -9.3629    0.1382    0.7588    1.9480   15.3366   13.1013   12.8323
19790115    29.1868   -4.1920    3.1281   -0.9480   -0.3451  -10.5136  -13.2833  -10.8995   -3.6128    0.1972    2.7937  -20.0530  -13.9216  -10.3873    0.1799    0.6358    1.6797   20.3758   13.9230   10.7564
19790116    30.8851   -5.3005    3.6334   -0.6901   -0.2521   -9.5285   -9.8919   -9.9062  -17.8001  -10.0309   -3.7087  -18.4353  -10.6796   -8.0310    0.3341    1.1966    1.8865   25.6262   14.6517    8.8460
19790117    25.4142   -5.1031    3.2949   -1.0051   -0.6129  -10.5480   -9.1644   -9.1845  -15.6406   -9.0330   -3.7016   -7.7414   -2.8996    0.0923    0.3099    1.1136    1.9805   17.4516    9.4870    3.7028
19790118    25.5258   -7.7970    2.9303   -1.0671   -0.6120  -13.8250  -11.4724   -8.6681   -6.7284   -7.3561   -7.2579    1.1409    5.8461    6.8324    0.2142    0.6473    1.3237    6.8245    9.3962    9.9679
19790119    25.1361   -7.6066    3.7686   -0.6801   -0.5287   -9.0628   -6.1920   -3.8741   -0.1157   -4.6650   -6.2329    3.1042    6.2375    7.2711    0.3084    0.6947    1.1552    3.1064    7.7890    9.5769
19790120    22.8849   -6.6939    4.3437   -0.5445   -0.5936   -4.3662   -2.3474   -0.8373    5.3122   -2.3911   -4.2668   -4.2852    1.7363    3.9113    0.4920    1.4388    1.7692    6.8251    2.9551    5.7883
19790121    25.9888   -5.1909    4.3457   -0.4753   -0.4602   -5.1806   -3.3060   -2.7188    6.6772    1.1167   -0.6803   -5.2000   -2.0105    0.2739    0.4355    1.5345    2.4073    8.4631    2.2998    0.7333
19790122    21.4688   -4.7647    4.2977   -0.6628   -0.7248   -3.3128   -1.7515   -1.1139   17.5804    8.9422    3.3260   -5.3026   -1.2965    1.8659    0.4499    0.8723    2.2938   18.3626    9.0357    3.8136
19790123    11.9574   -1.8744    4.0521   -1.0667   -1.2465   -1.7598   -0.2930    1.8248   14.5552   10.0988    5.3211    1.8619    2.6604    3.8054    0.8526    2.5775    3.4838   14.6738   10.4433    6.5418
19790124     4.9606    0.4789    2.6303   -2.0708   -1.8757   -5.7603   -5.7453   -4.5156   19.0502   15.4781   12.2774   12.6390    6.0009    0.6283    0.4909    1.7538    3.1264   22.8616   16.6007   12.2934
19790125     6.6503   -2.6629    2.1195   -2.2990   -1.9229   -7.3954   -8.9705   -7.8383   12.8378    8.2807    5.9989    0.5406    0.6931    0.7919    0.3023    1.0344    1.9250   12.8491    8.3097    6.0509
19790126     0.2295   -3.8535    2.2583   -2.3872   -2.2965   -6.5351   -4.8687   -2.8414   21.7131   13.7530    8.8315   11.1450    7.4749    6.0711    0.4431    1.3694    1.8506   24.4063   15.6531   10.7170
19790127     0.8508   -1.3486    2.2058   -2.3731   -2.2135   -6.4300   -6.2005   -3.9383   30.1812   12.8940    4.7706   13.7795    7.2215    3.3372    0.6564    1.6844    2.6805   33.1779   14.7785    5.8220
19790128    -4.0351   -0.4614    2.4177   -2.5768   -2.5554   -2.1588   -2.9698   -2.1122   20.5604    8.2566   -0.4915   12.4101    5.5828    1.1047    0.9396    2.7598    3.4889   24.0154    9.9669    1.2092
19790129     3.0306   -0.9749    2.3125   -2.3322   -2.0995   -6.1378   -6.5044   -5.6851   12.3641    6.9435    3.6542   12.2126    3.0369    0.7904    0.4654    1.5680    2.6617   17.3787    7.5786    3.7387
19790130     3.3413   -0.4710    1.9058   -2.2708   -2.0019  -12.2083   -8.9350   -4.0915   10.2478   10.1584    7.7702    5.9149    1.1407    0.8204    0.2431    1.2241    2.7868   11.8323   10.2223    7.8134
19790131    10.1739   -0.3609    2.0699   -1.9333   -1.5437  -13.8651  -11.2348   -6.1239   12.1769   12.6612   11.2483   -9.9631   -5.4486   -4.4008    0.2338    1.1134    2.5440   15.7334   13.7838   12.0785
19790201    10.8757    0.0580    3.0467   -1.6717   -1.4439   -4.3588   -7.1526   -4.0345   19.2734   14.9521   11.8472   -9.4663   -1.7161    1.5547    0.7335    0.9431    2.0178   21.4727   15.0502   11.9488
19790202    -3.6004    2.1554    2.5802   -2.3876   -2.4289   -3.2474   -2.2438   -1.0376   21.7970   18.5693   13.6395    1.3255    0.7667    3.7535    0.8671    2.7752    3.5977   21.8372   18.5851   14.1466
19790203     5.2665    0.2020    2.6911   -2.0116   -1.8917   -6.4231   -4.4782   -4.6037   21.6095   15.7033    9.3465   -5.4162   -2.7808   -1.1028    0.2742    1.0599    2.6865   22.2779   15.9476    9.4114
19790204     5.9537   -0.1279    2.6655   -2.0048   -1.8096   -6.2609   -5.7970   -3.9356   24.0903   16.1820    9.0775   -3.7369   -1.9323   -0.5401    0.3740    0.9239    2.6790   24.3784   16.2970    9.0936
19790205    -0.4732   -0.0708    2.4820   -2.3135   -2.2506   -4.9475   -4.0521   -1.9933   15.4698    9.6031    2.3579   -2.7246   -0.5226    0.9253    0.5756    1.9725    3.2860   15.7079    9.6173    2.5330
19790206    12.9986   -1.4663    2.8921   -1.6452   -1.3912   -7.9218   -6.3607   -6.4263   11.1007    5.1388    0.7128  -11.6863   -7.1967   -3.3816    0.1949    0.6833    2.2335   16.1181    8.8430    3.4559
19790207     8.5426   -2.9994    3.0231   -1.7334   -1.6785   -5.5492   -4.1437   -2.4144   10.4974    5.0307    0.2869   -1.0093    3.0393    6.7771    0.3991    1.1903    2.1086   10.5458    5.8775    6.7832
19790208     1.2977    1.0367    2.4292   -2.2288   -2.1256   -6.3761   -5.0974   -3.1383   20.5586   18.0104   13.2787   -5.3557   -4.1868   -3.2605    0.3459    2.0039    3.3433   21.2448   18.4906   13.6732
19790209     8.0147   -2.8456    2.8725   -1.8174   -1.7271   -6.3856   -4.0024   -4.0924   18.3305   10.1712    4.1188   -6.7919   -3.0836   -0.6748    0.3274    1.0948    2.0090   19.5483   10.6283    4.1737
19790210     2.6799   -2.5144    2.6740   -2.1710   -2.1124   -3.9540   -3.3208   -3.3422   16.1859    3.4335   -4.3105   -5.7892   -3.2166    0.3653    0.6188    1.5318    2.4215   17.1900    4.7048    4.3259
19790211     3.3661   -2.4232    2.9994   -1.9659   -2.0241   -2.6015   -2.0495   -1.1477   11.5715   -2.3059   -9.2067    1.6333    3.7000    6.6659    0.8150    1.8535    2.2899   11.6862    4.3597   11.3665
19790212    -4.6686   -0.2575    2.6675   -2.4372   -2.5762   -1.8561   -0.7980    0.1987    7.5877    4.9410    1.0763    6.9173    4.7119    4.9797    1.0109    3.1714    4.1998   10.2675    6.8275    5.0947
19790213    -7.1808    1.2343    2.1348   -2.6549   -2.6897   -5.6526   -3.2321    0.6729    9.5093    8.6633    5.0985    1.0343   -0.4566    0.1805    0.5386    2.1683    4.0229    9.5654    8.6753    5.1016
19790214    -8.6587    0.0971    1.8090   -2.8540   -2.8640   -7.4354   -4.0394   -0.3113   10.8663    9.6903    5.2723    6.8429    5.6433    5.2567    0.5497    2.2604    3.7224   12.8414   11.2137    7.4451
19790215     1.0549   -1.9249    2.3502   -2.2050   -2.1687   -8.3913   -4.9507   -0.8717    1.8094   -0.7891   -2.5876    6.4627    4.8560    3.6269    0.4621    2.1470    3.6527    6.7112    4.9197    4.4554
19790216    17.0810   -3.0777    3.6000   -1.0700   -1.0377   -7.2191   -4.2160   -1.6406   -3.7858   -7.9605   -9.3690    4.9558    3.3715    3.1103    0.4506    1.9297    3.6795    6.2363    8.6451    9.8718
19790217    16.0271   -2.5496    3.9589   -0.9764   -1.0657   -4.1807   -1.6917   -1.3356   -6.1402   -7.2104   -9.4229    8.9751    8.3400    6.6469    0.6662    2.4463    3.7810   10.8745   11.0248   11.5313
19790218    17.1832   -1.6949    3.9587   -0.9719   -0.9894   -3.5495   -2.0338   -3.4172   -3.6732   -3.9146   -2.4987    6.7116    3.5009    2.7884    0.7069    2.2327    3.2284    7.6510    5.2517    3.7441
19790219    22.9668   -0.7113    4.2406   -0.6595   -0.5218   -3.4453   -4.1948   -4.6949  -10.6450   -7.2791   -5.1432    2.3264    3.0993    2.9283    0.7036    2.2415    2.6327   10.8962    7.9114    5.9183
19790220    30.6517   -1.2155    5.0336    0.0736    0.1240   -3.0749   -3.0048   -2.4494  -10.3709   -8.4443   -6.8091    3.6827    5.4954    4.7641    0.5209    1.1660    2.0153   11.0053   10.0750    8.3103
19790221    29.0643   -2.8791    4.9128    0.0425   -0.0042   -4.7463   -2.2649   -0.4205   -4.7129   -6.6296   -4.8805   -3.8836    2.2941    4.9044    0.5519    0.5441    1.0617    6.1069    7.0153    6.9190
19790222    25.1453   -2.8002    4.2169   -0.4243   -0.3667   -7.0141   -4.2209   -3.0531    1.7796    0.1947    0.9509   -4.5861    1.4964    3.4658    0.5154    0.7551    1.6297    4.9193    1.5091    3.5939
19790223    26.1947   -1.6592    3.7114   -0.7306   -0.3856   -8.5439   -7.7089   -8.0237    1.4541    3.3124    4.8298    4.7893    1.7824   -0.3276    0.5100    1.1713    2.1188    5.0051    3.7616    4.8409
19790224    31.3784   -1.3256    3.9187   -0.4613   -0.0485   -9.2715   -8.3369   -9.2247    2.4139    1.3854    2.5631    0.1023   -3.4214   -3.7401    0.3850    0.9078    1.9611    2.4161    3.6912    4.5340
19790225    37.7070   -2.6581    4.1409   -0.1211    0.3556   -9.6099  -10.4462   -9.6546   -7.9006   -4.9547   -2.8774  -21.3666  -13.5217   -7.8251    0.1783    0.5385    1.6969   22.7805   14.4009    8.3374
19790226    36.1262   -3.7267    4.2330   -0.1424    0.2645   -8.1884   -9.7359   -8.2825  -15.1385   -8.5199   -1.8786  -13.6889   -7.7551   -4.1914    0.3229    0.8508    1.5041   20.4098   11.5208    4.5931
19790227    27.5993   -3.4922    3.9852   -0.5041   -0.2572   -8.0381   -7.1558   -5.2541   -7.9159   -3.2869    1.4501   -6.9929   -2.4543   -0.5731    0.4245    1.1095    1.3617   10.5623    4.1021    1.5592
19790228    14.8305   -2.9641    2.9618   -1.3921   -1.1760  -10.1042   -7.1878   -4.3821   -5.6303   -2.0401   -0.3562   -2.2351    2.3400    5.2366    0.3176    0.8179    1.1994    6.0577    3.1045    5.2487
19790301    12.7908   -0.3501    2.5401   -1.6094   -1.3002  -11.7746   -9.4294   -5.5034   17.0280   11.1724    8.1426    7.3784    3.3430    2.9798    0.3147    1.1328    2.2425   18.5578   11.6618    8.6707
19790302    25.4315    1.7225    3.8778   -0.5291   -0.2661   -7.8992   -8.4297   -4.4878   11.5188   11.2135   10.8703   -4.8725    0.1247    2.6665    0.4195    1.3971    2.3925   12.5070   11.2142   11.1925
19790303    27.3110    3.6577    5.4980    0.2938    0.0980   -0.6263    0.0322    1.8287    1.1980    5.8610    9.8656   -7.4688   -2.6755    0.8257    0.8416    2.9026    3.6616    7.5643    6.4428    9.9001
19790304    25.3499    4.8737    5.4743    0.2437   -0.0005   -0.6834    0.6299    2.5684   11.7879   11.3971   11.0276    3.5857    0.9416    0.1229    1.0124    3.0741    4.1243   12.3212   11.4360   11.0283
19790305    28.7067    2.7568    4.8522    0.0561    0.0800   -5.6396   -3.4420   -1.5836   12.8685    5.9301    2.1877    0.5855    0.0114   -0.5124    0.3634    1.5143    2.8435   12.8819    5.9301    2.2469
19790306    22.2495    2.7293    4.6616   -0.2807   -0.3617   -4.1645   -1.3495    0.0012    3.4668    3.0557    1.5016    4.3481    5.3303    4.8736    0.2294    1.0724    3.2354    5.5610    6.1441    5.0996
19790307    14.0519    3.9551    3.8094   -0.9301   -0.9367   -5.7813   -3.9492    0.2641   11.4185   10.4878    9.0914   10.9413    6.7430    4.7125    0.4415    1.7291    3.3494   15.8144   12.4684   10.2402
19790308    20.8591    2.5180    3.2092   -0.9255   -0.6102  -11.9299   -9.8288   -4.9323   13.0575   10.6381    9.6228    0.5387   -0.5203   -1.1760    0.2521    0.9742    2.5847   13.0686   10.6508    9.6944
19790309    15.2633    2.3561    3.5360   -1.1475   -0.9897   -5.7373   -5.5335   -3.2828   16.2957   14.2486   11.2764   -3.1393    2.5523    7.2164    0.5789    1.3705    2.6164   16.5954   14.4754   13.3878
19790310     8.1324    1.9538    2.1558   -1.9752   -1.6274   -9.8624  -10.6774   -5.2856   23.2520   16.2339   13.9454   -6.6295   -4.1177   -2.8844    0.3165    1.1058    2.4091   24.1786   16.7480   14.2406
19790311     8.7516    0.4165    3.1409   -1.6722   -1.5543   -3.4031   -5.1124   -3.2169   21.0792   13.1753    7.0019  -19.0776   -5.7882    2.7691    0.8043    2.2443    3.0444   28.4304   14.3907    7.5296
19790312     5.7504    5.9789    3.5195   -1.4784   -1.5379   -2.9357   -2.3025    0.7347   30.1258   22.4859   16.7020  -11.8096   -6.3272   -3.1970    0.5668    2.4606    4.4363   32.3579   23.3591   17.0052
19790313     9.6585    6.0196    3.5603   -1.3097   -1.2871   -3.6651   -3.4905   -0.8892   30.8729   21.1464   13.6672   -9.5715   -4.4151   -1.7034    0.6917    1.9354    3.9374   32.3226   21.6024   13.7729
19790314     6.7240    4.7276    3.5475   -1.4243   -1.5006   -3.0712   -2.0003    0.7254   25.5924   13.1376    3.1339    2.4275    1.7367    1.4138    0.8989    2.2468    3.9259   25.7072   13.2519    3.4380
19790315    -0.2094    5.3621    3.5622   -1.6493   -1.9740   -1.1806    1.1614    5.0663   12.6651    5.6728   -2.0601   10.4746    8.0918    7.8478    1.0562    3.0451    4.3150   16.4353    9.8822    8.1136
19790316    -6.5691    4.1334    2.9770   -2.3040   -2.5658   -0.8737    1.5449    2.8181   -1.5776   -0.7539    2.1645   16.7546   10.4492    3.8494    1.0204    3.2054    4.5448   16.8287   10.4763    4.4162
19790317     1.3959    2.4129    2.2693   -2.3355   -2.1090   -6.7702   -6.8895   -3.9663    5.1069   12.2358   11.8790    5.7306    0.0440   -0.9264    0.6395    1.6216    2.7331    7.6760   12.2359   11.9151
19790318     3.8112    3.0363    2.6237   -1.9272   -1.8432   -7.7311   -5.5603   -1.6434   17.0319   10.6485    2.5761    3.4152    2.5257    2.2830    0.4425    1.4322    3.0494   17.3709   10.9439    3.4421
19790319     4.0697    2.4606    2.5175   -1.9683   -1.8835   -9.2439   -5.6919   -2.2028   14.4569   10.2338    5.7354    3.9331    1.4176    0.6289    0.3678    1.3747    3.0110   14.9824   10.3315    5.7697
19790320     1.9257    3.1151    2.9171   -1.8324   -1.9142   -6.5478   -3.1831    2.0643    9.7514    6.1135    0.6986    9.4041    7.7601    5.9400    0.5186    1.8664    2.9893   13.5472    9.8789    5.9809
19790321     2.9323    5.5867    2.6304   -1.8558   -1.8033   -9.1547   -5.6536   -0.1046    9.6313   10.6437    8.0019    8.7817    5.2466    3.8873    0.4313    1.8056    3.6489   13.0339   11.8665    8.8961
19790322    11.6266    4.5693    2.8929   -1.3944   -1.2018  -10.1942   -8.0823   -2.5265   18.5363   12.4086    8.4468   10.6121    5.8222    3.8675    0.3651    1.2480    2.7237   21.3591   13.7067    9.2901
19790323    13.9316    3.0285    2.9444   -1.3039   -1.0706  -10.4345   -8.4749   -3.2793   20.7103   13.0461    9.5087    2.1289    2.4306    1.7679    0.2243    1.2767    2.5447   20.8194   13.2706    9.6716
19790324    20.7464    2.1835    3.5151   -0.9086   -0.6172   -8.2445   -8.1380   -5.0460   15.2204    9.0537    3.4138   -8.8576   -1.7196    0.3264    0.1562    0.7917    2.3386   17.6101    9.2156    3.4294
19790325    13.6133    4.9683    4.4317   -0.7631   -0.9155   -0.1691   -0.3192    1.8767   12.8795    8.7272    4.9368    0.1862    5.4314    9.5813    0.9216    1.8300    3.2716   12.8809   10.2793   10.7784
19790326     2.8836    9.3765    3.7618   -1.3762   -1.6138   -1.9542   -0.0245    4.2659   15.9914   13.2278   10.5803   10.5109    6.6262    6.7964    0.9263    3.2566    4.8864   19.1365   14.7946   12.5751
19790327     0.5556    6.7244    2.7747   -1.9933   -1.9678   -5.3917   -4.0165   -0.0976   14.4019   12.4387    8.8563   11.8034    7.7329    5.6083    0.5751    1.7453    3.4273   18.6208   14.6464   10.4827
19790328    -7.1648    6.9625    2.3737   -2.4210   -2.5129   -5.4666   -2.9833    2.4628    6.0473    4.4526    2.3556   11.7673    8.8949    7.7548    0.6853    2.2852    3.7152   13.2302    9.9471    8.1047
19790329    -7.7944    3.5822    2.0019   -2.7530   -2.7385   -6.1257   -3.9501   -0.7527   -5.4148   -2.8232    0.9357    4.9900   -0.5019   -4.0943    0.6542    2.3957    4.0068    7.3635    2.8675    4.1998
19790330    -4.9691    2.6951    2.1637   -2.5791   -2.5507   -6.1571   -4.0336   -1.3721   -1.2265    1.4107    3.2025  -11.4720  -10.4977   -8.5414    0.6523    2.5123    4.0662   11.5374   10.5920    9.1221
19790331     6.3866    1.7698    2.5749   -1.9216   -1.7410   -8.1891   -6.6664   -3.8932    6.6303    6.1340    6.4797   -6.5423   -6.0218   -6.1197    0.4879    1.9351    3.2423    9.3146    8.5958    8.9128
19790401     9.8533    2.8739    2.7777   -1.6661   -1.4299   -7.9748   -7.9906   -3.8073    5.7847    8.6172    8.6304   -5.6103   -3.1224   -2.3435    0.3506    1.5741    2.9729    8.0584    9.1655    8.9429
19790402     7.6974    4.8370    2.9243   -1.6234   -1.4833   -6.8664   -6.8478   -1.6780   10.7560   11.0937    9.0132   -0.5955    0.6868    1.6129    0.4725    1.7318    3.2454   10.7724   11.1150    9.1564
19790403     1.4407    4.4504    2.4564   -2.0326   -1.9439   -8.7376   -6.1247   -0.6067    8.5735    7.4498    5.3563   13.2924    8.1019    6.4375    0.4998    1.7115    3.1490   15.8175   11.0064    8.3745
19790404     3.5342    3.1718    2.3039   -2.0258   -1.8594  -10.9689   -7.1485   -2.4529    0.8927    0.8700   -0.0916   11.1272    5.0663    2.1257    0.3880    1.2970    2.7763   11.1630    5.1404    2.1277
19790405     6.2992    3.2728    2.4512   -1.8275   -1.6446  -11.6687   -7.6779   -2.4092    0.9595    3.0883    3.2693    7.2909    3.3108    1.3042    0.3079    1.3564    2.8481    7.3537    4.5276    3.5199
19790406     9.1916    2.5842    2.6571   -1.6544   -1.4527  -10.8126   -7.7375   -3.0282   -4.3676   -3.6628   -3.2662    6.3752    0.7875   -2.0925    0.4116    1.4574    3.1078    7.7279    3.7465    3.8789
19790407    12.0371    2.3890    2.8791   -1.5395   -1.3056   -8.3408   -7.7086   -4.3971   -7.9139   -2.0876   -1.3987   -4.3997   -8.5338   -8.6271    0.5538    1.7680    3.1060    9.0546    8.7854    8.7397
19790408    18.0635    2.9635    3.8151   -0.9620   -0.8130   -5.1312   -5.0055   -4.2203   -4.2907   -3.2694   -1.5127   -6.1155   -4.1863   -3.1515    0.4703    1.7970    2.9816    7.4706    5.3116    3.4957
19790409    17.0183    3.5703    4.4222   -0.6385   -0.7702   -2.6861   -0.2556   -0.7219    1.8402   -2.1288   -3.8873   -2.5261    1.0071    3.6708    0.4107    1.1315    2.6894    3.1253    2.3550    5.3466
19790410    12.5435    6.7497    4.6064   -0.6338   -0.9160   -1.1502    1.4518    4.8981   -3.5530   -4.0276   -4.9159    0.6419    4.2122    6.7716    0.3918    0.6709    2.2514    3.6105    5.8279    8.3679
19790411     7.9752    9.2280    4.2959   -0.8990   -1.1966   -2.0321    1.6750    5.2707   -7.7460   -6.8379   -7.3842    5.4085    6.2793    7.3635    0.2758    1.2054    2.9890    9.4474    9.2837   10.4282
19790412    12.5598    9.1529    4.5214   -0.6118   -0.8476   -2.4424    0.4860    4.0361   -3.0953   -0.9521    0.8206   11.0326    6.4895    3.5567    0.6678    2.5900    4.6397   11.4586    6.5589    3.6502
19790413    17.4325   10.8640    4.8322   -0.1970   -0.3809   -3.0536   -0.8756    4.2008    2.3605    1.0352    0.1601    5.9290    2.1392    0.0540    0.5387    2.3798    4.6465    6.3816    2.3765    0.1689
19790414    16.3869   11.3265    4.8668   -0.1645   -0.3935   -3.0899   -0.8898    5.6513    0.0279   -0.3270   -2.2158    0.9341    0.9638    0.3706    0.4811    2.2047    4.3838    0.9345    1.0178    2.2466
19790415    22.6739   11.2284    5.3121    0.2857    0.0670   -3.3831   -0.9467    4.9657    1.0638    1.3881   -0.4860   -6.1267   -2.9802   -2.7940    0.4056    2.0975    4.2808    6.2183    3.2876    2.8359
19790416    19.9851    9.5250    4.9719   -0.0058   -0.2121   -4.0363   -1.1554    4.5184    6.3935    3.7137    0.1763    3.6668    2.3892    1.8778    0.5218    2.2667    4.2460    7.3704    4.4158    1.8860
19790417    16.4255    4.4514    4.1448   -0.7721   -0.8297   -4.3826   -2.1490   -0.4809    3.5262    1.1127    0.9532    5.5358    0.8737   -3.1374    0.7602    2.7973    4.1854    6.5635    1.4148    3.2790
19790418    24.7367    2.3209    4.1288   -0.6484   -0.4050   -4.0848   -5.4283   -6.6073   -2.2029   -2.6815   -2.7864   -8.5147   -7.9273   -6.2547    0.3069    1.3780    2.3867    8.7950    8.3685    6.8473
19790419    27.3118    3.6870    4.4102   -0.3527   -0.1269   -4.6619   -5.0170   -5.8428    1.3269    0.0908    0.2583   -9.0182   -5.7802   -1.9272    0.5204    0.9468    2.3704    9.1153    5.7809    1.9445
19790420    20.9708    5.4135    4.2218   -0.5594   -0.4436   -3.4592   -4.8235   -2.3695    4.0578    4.0966    4.2831   -8.5757   -3.3549   -0.9086    0.7412    1.8059    2.9256    9.4873    5.2950    4.3784
19790421    14.6676    6.5383    3.6489   -0.9680   -0.8929   -6.3216   -5.3778   -1.0225    4.2376    6.6393    6.7043   -0.3227   -0.9851   -0.7652    0.5727    2.0114    3.7145    4.2499    6.7120    6.7479
19790422    11.2627    7.1890    3.4640   -1.1646   -1.1144   -6.2103   -5.3144   -0.1771    9.0068    9.4238    8.5244   -1.7026    1.2115    1.5255    0.3725    1.9019    3.6178    9.1663    9.5014    8.6598
19790423     4.0205    8.4585    3.4640   -1.4752   -1.5699   -3.1863   -2.5659    2.3875   16.9650   15.0138   11.1795    1.0295    3.9197    5.7623    0.7790    2.3167    4.3726   16.9962   15.5171   12.5772
19790424    -0.9080    8.9304    3.1325   -1.8283   -1.9654   -3.7307   -1.7291    2.6548   13.1703    9.5519    7.3466   15.7228    9.1589    6.2553    0.8041    2.6879    4.5323   20.5101   13.2334    9.6489
19790425     5.6893    7.4200    3.1717   -1.5386   -1.5394   -6.2887   -4.1856    0.5629    6.3609    5.0789    3.7960   11.9141    4.1862    1.8677    0.5196    1.9190    3.8399   13.5058    6.5818    4.2306
19790426    11.8551    6.8923    3.4532   -1.1246   -1.0830   -8.2837   -5.0088   -0.2698    1.1480    0.4353    0.7587    9.6542    3.1427   -0.4425    0.4984    1.8627    3.7825    9.7223    3.1727    0.8783
19790427    17.4696    6.3867    3.9332   -0.6809   -0.6537   -7.8309   -4.4192   -0.6561   -0.7157   -1.3259   -1.8503    3.1358   -0.9654   -4.0258    0.5270    2.0002    3.9672    3.2164    1.6401    4.4306
19790428    17.5324    5.5717    3.7754   -0.8492   -0.7286   -7.4248   -5.0487   -2.5021    2.1810    2.7972    1.9289    0.1763   -0.7150   -2.8100    0.3761    1.6246    3.2738    2.1882    2.8871    3.4083
