1979 1204572  0.60
1979 1204472  0.70
1979 1204617  0.10
1979 120  52  0.10
1979 1204083  0.00
1979 1204004  0.00
1979 1204079  0.30
1979 1204954  0.00
1979 120 488  0.00
1979 120 483  0.00
1979 1214007  0.00
1979 1214572  0.00
1979 1214472  0.00
1979 1214617  0.00
1979 121  52  1.90
1979 1214083  0.10
1979 1214004  0.00
1979 1214079  0.20
1979 1214954  0.00
1979 121 488  0.00
1979 121 483  0.00
1979 1224007  1.40
1979 1224572  0.00
1979 1224472  1.80
1979 1224617  0.90
1979 122  52  0.00
1979 1224083  0.00
1979 1224004  0.00
1979 1224079  0.00
1979 1224954  0.00
1979 122 488  0.00
1979 122 483  0.00
1979 1234007  3.90
1979 1234572  4.40
1979 1234472  2.70
1979 1234617  2.70
1979 123  52  1.90
1979 1234083  8.50
1979 1234004  2.20
1979 1234079  0.20
1979 1234954  2.60
1979 123 488  3.10
1979 123 483  3.50
1979 1244007  1.10
1979 1244572  0.10
1979 1244472  0.10
1979 1244617  2.40
1979 124  52  7.30
1979 1244083  1.60
1979 1244004  0.50
1979 1244079  1.40
1979 1244954  0.10
1979 124 488  1.30
1979 124 483  0.30
1979 1254007  0.00
1979 1254572  0.00
1979 1254472  0.00
1979 1254617  0.00
1979 125  52  0.00
1979 1254083  0.00
1979 1254004  0.00
1979 1254079  0.00
1979 1254954  0.00
1979 125 488  0.00
1979 125 483  0.00
1979 1264007  0.10
1979 1264572  0.20
1979 1264472  1.10
1979 1264617  0.00
1979 126  52  7.20
1979 1264083  3.30
1979 1264004  6.30
1979 1264079  0.00
1979 1264954  0.00
1979 126 488  0.10
1979 126 483  0.00
1979 1274007  1.00
1979 1274572  9.50
1979 1274472 13.30
1979 1274617  5.10
1979 127  52  3.30
1979 1274083 11.30
1979 1274004  8.00
1979 1274079  0.30
1979 1274954  4.20
1979 127 488  6.10
1979 127 483  3.00
1979 1284007  0.10
1979 1284572  0.00
1979 1284472  2.70
1979 1284617  0.60
1979 128  52 22.40
1979 1284083  0.30
1979 1284004  5.80
1979 1284079 18.20
1979 1284954  0.20
1979 128 488  0.10
1979 128 483  0.50
1979 1294007  2.80
1979 1294572  1.40
1979 1294472  0.20
1979 1294617  0.00
1979 129  52  0.00
1979 1294083  0.00
1979 1294004  0.00
1979 1294079  0.40
1979 1294954  0.00
1979 129 488  0.40
1979 129 483  0.00
1979 1304007  7.70
1979 1304572  0.10
1979 1304472  0.70
1979 1304617  4.40
1979 130  52  3.00
1979 1304083  6.50
1979 1304004  0.90
1979 1304079  0.80
1979 1304954  0.90
1979 130 488  2.40
1979 130 483  0.80
1979 1314007  4.60
1979 1314572  1.40
1979 1314472  0.70
1979 1314617  4.20
1979 131  52  1.90
1979 1314083  7.80
1979 1314004  0.30
1979 1314079  0.80
1979 1314954  1.10
1979 131 488  4.80
1979 131 483  2.60
1979 2 14007  8.50
1979 2 14572  2.20
1979 2 14472  1.80
1979 2 14617  9.60
1979 2 1  52  0.10
1979 2 14083 11.50
1979 2 14004  1.90
1979 2 14079  0.00
1979 2 14954  2.10
1979 2 1 488  2.60
1979 2 1 483  6.00
1979 2 24007  8.20
1979 2 24572  8.70
1979 2 24472  7.20
1979 2 24617  9.60
1979 2 2  52 11.80
1979 2 24083 23.80
1979 2 24004  4.20
1979 2 24079  5.80
1979 2 24954  4.10
1979 2 2 488  7.80
1979 2 2 483  3.60
1979 2 34007  0.00
1979 2 34572  0.00
1979 2 34472  0.00
1979 2 34617  0.10
1979 2 3  52  0.50
1979 2 34083  0.00
1979 2 34004  0.00
1979 2 34079  0.00
1979 2 34954  0.00
1979 2 3 488  0.00
1979 2 3 483  0.00
1979 2 44007  1.60
1979 2 44572  0.80
1979 2 44472  0.90
1979 2 44617  1.80
1979 2 4  52  4.60
1979 2 44083  4.60
1979 2 44004  0.60
1979 2 44079  2.30
1979 2 44954  0.50
1979 2 4 488  1.20
1979 2 4 483  0.00
1979 2 54007  0.10
1979 2 54572  3.00
1979 2 54472  2.60
1979 2 54617  0.10
1979 2 5  52  1.20
1979 2 54083  1.90
1979 2 54004  2.00
1979 2 54079  4.20
1979 2 54954  1.80
1979 2 5 488  1.10
1979 2 5 483  0.00
1979 2 64007  0.00
1979 2 64572  0.00
1979 2 64472  0.00
1979 2 64617  0.00
1979 2 6  52  3.00
1979 2 64083  0.00
1979 2 64004  0.00
1979 2 64079  0.00
1979 2 64954  0.10
1979 2 6 488  0.40
1979 2 6 483  0.00
1979 2 74007  9.60
1979 2 74572  6.10
1979 2 74472  3.80
1979 2 74617  8.60
1979 2 7  52  6.20
1979 2 74083 17.70
1979 2 74004  6.20
1979 2 74079  6.00
1979 2 74954  1.90
1979 2 7 488  5.60
1979 2 7 483  0.80
1979 2 84007  0.80
1979 2 84572  2.20
1979 2 84472  1.00
1979 2 84617  1.30
1979 2 8  52  0.90
1979 2 84083  7.00
1979 2 84004  0.40
1979 2 84079  0.00
1979 2 84954  3.30
1979 2 8 488  3.80
1979 2 8 483  2.60
1979 2 94007  0.00
1979 2 94572  0.90
1979 2 94472  1.90
1979 2 94617  0.00
1979 2 9  52  7.70
1979 2 94083  0.50
1979 2 94004  0.50
1979 2 94079  0.00
1979 2 94954  0.00
1979 2 9 488  0.00
1979 2 9 483  0.00
1979 2104007  0.00
1979 2104572  0.00
1979 2104472  1.90
1979 2104617  0.00
1979 210  52 10.00
1979 2104083  0.00
1979 2104004  0.00
1979 2104079  0.00
1979 2104954  0.00
1979 210 488  0.00
1979 210 483  0.00
1979 2114007  4.30
1979 2114572  3.40
1979 2114472  5.60
1979 2114617  5.40
1979 211  52  0.20
1979 2114083  4.30
1979 2114004  3.60
1979 2114079  0.00
1979 2114954  0.90
1979 211 488  2.30
1979 211 483  0.00
1979 2124007  4.30
1979 2124572  5.50
1979 2124472  0.60
1979 2124617  1.80
1979 212  52  2.70
1979 2124083  6.90
1979 2124004  2.50
1979 2124079  0.30
1979 2124954  6.40
1979 212 488  6.40
1979 212 483  5.50
1979 2134007  2.90
1979 2134572  0.40
1979 2134472  0.80
1979 2134617  2.60
1979 213  52  0.00
1979 2134083  1.90
1979 2134004  0.40
1979 2134079  0.00
1979 2134954  1.90
1979 213 488  0.10
1979 213 483  7.10
1979 2144007  7.30
1979 2144572  5.40
1979 2144472  0.60
1979 2144617  7.30
1979 214  52  0.00
1979 2144083  3.80
1979 2144004  0.10
1979 2144079  0.20
1979 2144954  0.50
1979 214 488  1.90
1979 214 483  3.10
1979 2154007  0.60
1979 2154572  0.10
1979 2154472  0.00
1979 2154617  0.30
1979 215  52  0.00
1979 2154083  3.50
1979 2154004  1.80
1979 2154079  1.90
1979 2154954  0.00
1979 215 488  1.70
1979 215 483  0.00
1979 2164007  1.20
1979 2164572  0.00
1979 2164472  0.00
1979 2164617  1.70
1979 216  52  0.00
1979 2164083  2.60
1979 2164004  0.20
1979 2164079  0.00
1979 2164954  0.00
1979 216 488 10.60
1979 216 483  0.80
1979 2174007  1.20
1979 2174572  0.00
1979 2174472  0.00
1979 2174617  1.00
1979 217  52  0.00
1979 2174083  0.90
1979 2174004  0.00
1979 2174079  0.30
1979 2174954  0.20
1979 217 488  4.80
1979 217 483  2.20
1979 2184007  0.10
1979 2184572  0.60
1979 2184472  2.80
1979 2184617  1.20
1979 218  52  4.30
1979 2184083  0.20
1979 2184004  2.30
1979 2184079  0.40
1979 2184954  0.00
1979 218 488  0.00
1979 218 483  0.00
1979 2194007  0.00
1979 2194572  0.00
1979 2194472  0.20
1979 2194617  0.00
1979 219  52  0.40
1979 2194083  0.00
1979 2194004  0.10
1979 2194079  0.00
1979 2194954  0.00
1979 219 488  0.00
1979 219 483  0.00
1979 2204007  0.00
1979 2204572  0.00
1979 2204472  0.00
1979 2204617  0.00
1979 220  52  0.00
1979 2204083  0.00
1979 2204004  0.00
1979 2204079  0.00
1979 2204954  0.00
1979 220 488  0.00
1979 220 483  0.00
1979 2214007  0.00
1979 2214572  0.00
1979 2214472  0.00
1979 2214617  0.00
1979 221  52  0.10
1979 2214083  0.00
1979 2214004  0.00
1979 2214079  0.00
1979 2214954  0.00
1979 221 488  0.00
1979 221 483  0.00
1979 2224007  0.40
1979 2224572  0.00
1979 2224472  0.00
1979 2224617  0.20
1979 222  52  0.00
1979 2224083  0.20
1979 2224004  0.00
1979 2224079  0.00
1979 2224954  0.10
1979 222 488  0.00
1979 222 483  0.00
1979 2234007  4.00
1979 2234572  1.20
1979 2234472  0.60
1979 2234617  4.00
1979 223  52  0.20
1979 2234083  2.10
1979 2234004  0.10
1979 2234079  0.50
1979 2234954  0.40
1979 223 488  3.00
1979 223 483  0.70
1979 2244007  2.10
1979 2244572  0.70
1979 2244472  0.00
1979 2244617  2.40
1979 224  52  0.80
1979 2244083  0.80
1979 2244004  0.20
1979 2244079  0.10
1979 2244954  0.00
1979 224 488  1.10
1979 224 483  0.20
1979 2254007  0.00
1979 2254572  0.00
1979 2254472  0.00
1979 2254617  0.00
1979 225  52  0.00
1979 2254083  0.00
1979 2254004  0.10
1979 2254079  0.30
1979 2254954  0.00
1979 225 488  0.90
1979 225 483  0.10
1979 2264007  0.00
1979 2264572  0.00
1979 2264472  0.00
1979 2264617  0.00
1979 226  52  0.00
1979 2264083  0.00
1979 2264004  0.00
1979 2264079  0.00
1979 2264954  0.00
1979 226 488  0.00
1979 226 483  0.00
1979 2274007  0.00
1979 2274572  0.00
1979 2274472  0.00
1979 2274617  0.00
1979 227  52  0.00
1979 2274083  0.00
1979 2274004  0.00
1979 2274079  0.00
1979 2274954  0.00
1979 227 488  0.00
1979 227 483  0.00
1979 2284007  0.20
1979 2284572  0.00
1979 2284472  0.00
1979 2284617  1.20
1979 228  52  0.00
1979 2284083  2.20
1979 2284004  0.00
1979 2284079  0.00
1979 2284954  0.00
1979 228 488  0.00
1979 228 483  0.00
1979 3 14007  0.20
1979 3 14572  0.00
1979 3 14472  0.00
1979 3 14617  0.20
1979 3 1  52  0.30
1979 3 14083  0.00
1979 3 14004  0.00
1979 3 14079  0.00
1979 3 14954  0.40
1979 3 1 488  1.60
1979 3 1 483  0.30
1979 3 24007  0.50
1979 3 24572  0.00
1979 3 24472  0.00
1979 3 24617  0.60
1979 3 2  52  0.00
1979 3 24083  0.00
1979 3 24004  0.00
1979 3 24079  0.00
1979 3 24954  0.70
1979 3 2 488  0.30
1979 3 2 483  0.00
1979 3 34007  1.40
1979 3 34572  0.00
1979 3 34472  0.00
1979 3 34617  1.40
1979 3 3  52  0.00
1979 3 34083  0.30
1979 3 34004  0.00
1979 3 34079  0.00
1979 3 34954  0.00
1979 3 3 488  0.10
1979 3 3 483  0.20
1979 3 44007  9.60
1979 3 44572  7.30
1979 3 44472  5.30
1979 3 44617 10.50
1979 3 4  52  2.90
1979 3 44083 12.50
1979 3 44004  6.50
1979 3 44079  3.50
1979 3 44954  7.20
1979 3 4 488  7.00
1979 3 4 483  7.00
1979 3 54007  0.00
1979 3 54572  0.00
1979 3 54472  0.00
1979 3 54617  0.00
1979 3 5  52  0.00
1979 3 54083  0.30
1979 3 54004  0.20
1979 3 54079  0.40
1979 3 54954  0.00
1979 3 5 488  0.10
1979 3 5 483  0.00
1979 3 64007  0.30
1979 3 64572  0.60
1979 3 64472  0.10
1979 3 64617  0.00
1979 3 6  52  0.00
1979 3 64083  0.00
1979 3 64004  0.00
1979 3 64079  0.30
1979 3 64954  0.00
1979 3 6 488  0.00
1979 3 6 483  0.00
1979 3 74007  1.10
1979 3 74572  4.50
1979 3 74472  1.80
1979 3 74617  1.50
1979 3 7  52  4.00
1979 3 74083  2.20
1979 3 74004  1.80
1979 3 74079  3.20
1979 3 74954  0.00
1979 3 7 488  0.00
1979 3 7 483  2.30
1979 3 84007  0.30
1979 3 84572  0.10
1979 3 84472  0.00
1979 3 84617  0.50
1979 3 8  52  0.50
1979 3 84083  0.60
1979 3 84004  0.80
1979 3 84079  0.00
1979 3 84954  0.00
1979 3 8 488  2.20
1979 3 8 483  0.00
1979 3 94007 10.80
1979 3 94572  8.60
1979 3 94472  4.90
1979 3 94617 19.00
1979 3 9  52  0.70
1979 3 94083  9.30
1979 3 94004  2.50
1979 3 94079  7.00
1979 3 94954  2.10
1979 3 9 488  8.00
1979 3 9 483  6.60
1979 3104007  0.70
1979 3104572  1.10
1979 3104472  3.40
1979 3104617  3.90
1979 310  52  2.60
1979 3104083  0.40
1979 3104004  0.20
1979 3104079  7.20
1979 3104954  0.30
1979 310 488  4.30
1979 310 483  2.00
1979 3114007 32.90
1979 3114572 27.70
1979 3114472 16.30
1979 3114617 18.30
1979 311  52 20.60
1979 3114083 27.70
1979 3114004 18.90
1979 3114079 27.40
1979 3114954 12.30
1979 311 488 22.70
1979 311 483  8.00
1979 3124007  4.60
1979 3124572  0.60
1979 3124472  4.60
1979 3124617  4.20
1979 312  52 14.40
1979 3124083  4.70
1979 3124004  4.90
1979 3124079 13.70
1979 3124954  5.10
1979 312 488  7.80
1979 312 483  2.90
1979 3134007 11.20
1979 3134572  2.10
1979 3134472  3.00
1979 3134617  8.10
1979 313  52  1.60
1979 3134083  2.70
1979 3134004  0.90
1979 3134079  6.20
1979 3134954  5.50
1979 313 488  3.40
1979 313 483  3.10
1979 3144007  8.20
1979 3144572  2.50
1979 3144472  0.50
1979 3144617  8.50
1979 314  52  0.00
1979 3144083  3.20
1979 3144004  0.00
1979 3144079  0.00
1979 3144954  2.70
1979 314 488  2.00
1979 314 483  4.30
1979 3154007  0.60
1979 3154572  0.10
1979 3154472  0.20
1979 3154617  0.00
1979 315  52  0.00
1979 3154083  0.10
1979 3154004  0.00
1979 3154079  0.20
1979 3154954  0.00
1979 315 488  0.00
1979 315 483  0.20
1979 3164007  3.10
1979 3164572  0.40
1979 3164472  1.10
1979 3164617  5.80
1979 316  52  5.40
1979 3164083  5.40
1979 3164004  1.80
1979 3164079  3.80
1979 3164954  7.10
1979 316 488  3.10
1979 316 483  6.90
1979 3174007  0.20
1979 3174572  0.00
1979 3174472  0.00
1979 3174617  0.60
1979 317  52  0.30
1979 3174083  0.20
1979 3174004  0.00
1979 3174079  0.00
1979 3174954  0.10
1979 317 488  0.10
1979 317 483  0.00
1979 3184007  4.00
1979 3184572  0.00
1979 3184472  2.50
1979 3184617  9.70
1979 318  52  0.00
1979 3184083  5.10
1979 3184004  2.10
1979 3184079  0.00
1979 3184954  0.10
1979 318 488  0.80
1979 318 483  1.20
1979 3194007  0.00
1979 3194572  0.00
1979 3194472  0.00
1979 3194617  0.00
1979 319  52  0.00
1979 3194083  0.20
1979 3194004  0.00
1979 3194079  0.00
1979 3194954  0.70
1979 319 488  2.40
1979 319 483  1.70
1979 3204007  6.20
1979 3204572  0.50
1979 3204472  2.00
1979 3204617  5.10
1979 320  52  0.00
1979 3204083  9.40
1979 3204004  0.20
1979 3204079  0.00
1979 3204954  3.50
1979 320 488  4.00
1979 320 483  0.40
1979 3214007  1.80
1979 3214572  0.50
1979 3214472  1.90
1979 3214617  1.40
1979 321  52  0.00
1979 3214083  2.50
1979 3214004  0.00
1979 3214079  0.00
1979 3214954  0.00
1979 321 488  1.30
1979 321 483  0.00
1979 3224007  0.80
1979 3224572  1.00
1979 3224472  0.30
1979 3224617  1.90
1979 322  52  0.00
1979 3224083  2.30
1979 3224004  0.00
1979 3224079  0.00
1979 3224954  0.10
1979 322 488  0.00
1979 322 483  0.00
1979 3234007  0.20
1979 3234572  0.00
1979 3234472  0.20
1979 3234617  1.50
1979 323  52  4.40
1979 3234083  0.30
1979 3234004  0.00
1979 3234079  0.40
1979 3234954  0.00
1979 323 488  3.80
1979 323 483  0.10
1979 3244007  0.00
1979 3244572  0.00
1979 3244472  0.00
1979 3244617  0.00
1979 324  52  0.00
1979 3244083  0.00
1979 3244004  0.00
1979 3244079  0.00
1979 3244954  0.00
1979 324 488  0.00
1979 324 483  0.00
1979 3254007  9.60
1979 3254572  1.00
1979 3254472  2.90
1979 3254617  5.20
1979 325  52  0.00
1979 3254083  2.20
1979 3254004  0.00
1979 3254079  0.00
1979 3254954  0.40
1979 325 488  1.20
1979 325 483  0.20
1979 3264007  5.40
1979 3264572  7.50
1979 3264472  6.10
1979 3264617  6.80
1979 326  52  5.30
1979 3264083  7.30
1979 3264004  2.00
1979 3264079  3.60
1979 3264954  3.70
1979 326 488  4.40
1979 326 483  1.10
1979 3274007  0.90
1979 3274572  0.00
1979 3274472  0.00
1979 3274617  0.40
1979 327  52  0.10
1979 3274083  0.00
1979 3274004  0.00
1979 3274079  0.00
1979 3274954  0.00
1979 327 488  0.00
1979 327 483  0.00
1979 3284007  6.60
1979 3284572  3.30
1979 3284472  6.80
1979 3284617 10.10
1979 328  52 21.30
1979 3284083  2.10
1979 3284004  5.20
1979 3284079  0.80
1979 3284954  1.10
1979 328 488  0.00
1979 328 483  0.00
1979 3294007  8.10
1979 3294572  6.00
1979 3294472  0.50
1979 3294617  4.10
1979 329  52  8.60
1979 3294083  5.50
1979 3294004 20.60
1979 3294079 42.60
1979 3294954  5.70
1979 329 488  4.40
1979 329 483 12.20
1979 3304007 10.20
1979 3304572 12.70
1979 3304472  2.10
1979 3304617 10.40
1979 330  52  8.50
1979 3304083 11.80
1979 3304004  9.50
1979 3304079 22.30
1979 3304954 11.30
1979 330 488  3.20
1979 330 483 21.80
1979 3314007  4.10
1979 3314572  0.80
1979 3314472  0.40
1979 3314617  5.40
1979 331  52  2.80
1979 3314083  8.60
1979 3314004  1.20
1979 3314079  0.40
1979 3314954  1.20
1979 331 488  1.10
1979 331 483  0.60
1979 4 14007  5.60
1979 4 14572  1.20
1979 4 14472  0.10
1979 4 14617  5.30
1979 4 1  52  0.10
1979 4 14083  6.60
1979 4 14004  0.70
1979 4 14079  0.00
1979 4 14954  0.80
1979 4 1 488  4.70
1979 4 1 483  0.50
1979 4 24007  8.30
1979 4 24572  0.40
1979 4 24472  2.00
1979 4 24617  8.60
1979 4 2  52  0.00
1979 4 24083  0.80
1979 4 24004  0.40
1979 4 24079  0.70
1979 4 24954  0.00
1979 4 2 488  0.00
1979 4 2 483  0.00
1979 4 34007  1.60
1979 4 34572  0.70
1979 4 34472  0.30
1979 4 34617  3.10
1979 4 3  52  0.00
1979 4 34083  5.70
1979 4 34004  0.30
1979 4 34079  1.20
1979 4 34954  0.00
1979 4 3 488  2.90
1979 4 3 483  0.20
1979 4 44007  1.10
1979 4 44572  0.00
1979 4 44472  0.20
1979 4 44617  0.10
1979 4 4  52  0.00
1979 4 44083  3.20
1979 4 44004  2.20
1979 4 44079  7.20
1979 4 44954 19.20
1979 4 4 488 16.80
1979 4 4 483  9.10
1979 4 54007  2.40
1979 4 54572  0.30
1979 4 54472  8.90
1979 4 54617  2.80
1979 4 5  52  7.50
1979 4 54083  0.00
1979 4 54004  0.10
1979 4 54079  3.80
1979 4 54954  0.00
1979 4 5 488  0.00
1979 4 5 483  0.00
1979 4 64007  8.00
1979 4 64572  5.80
1979 4 64472 10.90
1979 4 64617 12.00
1979 4 6  52 22.50
1979 4 64083  3.00
1979 4 64004 11.80
1979 4 64079 13.20
1979 4 64954  4.30
1979 4 6 488  9.80
1979 4 6 483  3.20
1979 4 74007  6.30
1979 4 74572  9.00
1979 4 74472  6.50
1979 4 74617 13.30
1979 4 7  52 10.20
1979 4 74083  8.30
1979 4 74004  8.30
1979 4 74079 17.50
1979 4 74954  5.90
1979 4 7 488 16.90
1979 4 7 483 14.50
1979 4 84007  0.00
1979 4 84572  0.00
1979 4 84472  0.00
1979 4 84617  0.00
1979 4 8  52  0.00
1979 4 84083  0.00
1979 4 84004  0.10
1979 4 84079  0.00
1979 4 84954  0.10
1979 4 8 488  0.70
1979 4 8 483  0.00
1979 4 94007  0.00
1979 4 94572  0.00
1979 4 94472  0.00
1979 4 94617  0.00
1979 4 9  52  0.00
1979 4 94083  0.00
1979 4 94004  0.00
1979 4 94079  0.00
1979 4 94954  0.00
1979 4 9 488  0.00
1979 4 9 483  0.00
1979 4104007  0.00
1979 4104572  0.00
1979 4104472  0.00
1979 4104617  0.00
1979 410  52  0.00
1979 4104083  0.00
1979 4104004  0.00
1979 4104079  0.00
1979 4104954  0.00
1979 410 488  0.00
1979 410 483  0.00
1979 4114007  0.00
1979 4114572  0.00
1979 4114472  0.00
1979 4114617  0.00
1979 411  52  0.00
1979 4114083  0.00
1979 4114004  0.00
1979 4114079  0.00
1979 4114954  0.00
1979 411 488  0.00
1979 411 483  0.00
1979 4124007  0.00
1979 4124572  0.00
1979 4124472  0.00
1979 4124617  0.30
1979 412  52  0.00
1979 4124083  0.80
1979 4124004  0.00
1979 4124079  0.00
1979 4124954  0.00
1979 412 488  0.00
1979 412 483  0.00
1979 4134007  0.00
1979 4134572  0.00
1979 4134472  0.00
1979 4134617  0.00
1979 413  52  0.00
1979 4134083  0.00
1979 4134004  0.00
1979 4134079  0.00
1979 4134954  0.00
1979 413 488  0.00
1979 413 483  0.00
1979 4144007  0.00
1979 4144572  0.00
1979 4144472  2.20
1979 4144617  0.00
1979 414  52  0.00
1979 4144083  1.00
1979 4144004  0.00
1979 4144079  0.00
1979 4144954  0.00
1979 414 488  0.00
1979 414 483  0.00
1979 4154007  0.00
1979 4154572  0.00
1979 4154472  0.00
1979 4154617  0.00
1979 415  52  0.00
1979 4154083  0.00
1979 4154004  0.00
1979 4154079  0.00
1979 4154954  0.00
1979 415 488  0.00
1979 415 483  0.00
1979 4164007 15.60
1979 4164572 12.80
1979 4164472  4.20
1979 4164617  7.40
1979 416  52  6.20
1979 4164083  5.30
1979 4164004  0.40
1979 4164079  0.50
1979 4164954  1.10
1979 416 488  1.60
1979 416 483  0.00
1979 4174007  0.30
1979 4174572  0.30
1979 4174472  0.30
1979 4174617  1.00
1979 417  52 15.90
1979 4174083  0.50
1979 4174004  0.00
1979 4174079 17.00
1979 4174954  1.20
1979 417 488  0.20
1979 417 483  0.70
1979 4184007  0.00
1979 4184572  0.00
1979 4184472  0.10
1979 4184617  0.20
1979 418  52  0.70
1979 4184083  0.40
1979 4184004  0.00
1979 4184079  1.60
1979 4184954  0.10
1979 418 488  1.00
1979 418 483  0.00
1979 4194007  0.00
1979 4194572  0.00
1979 4194472  0.00
1979 4194617  0.00
1979 419  52  0.00
1979 4194083  0.00
1979 4194004  0.00
1979 4194079  0.00
1979 4194954  0.00
1979 419 488  0.10
1979 419 483  0.00
1979 4204007  5.10
1979 4204572  2.80
1979 4204472  0.70
1979 4204617  2.70
1979 420  52  0.20
1979 4204083  2.80
1979 4204004  1.20
1979 4204079  0.50
1979 4204954  0.10
1979 420 488  0.00
1979 420 483  0.00
1979 4214007  3.80
1979 4214572  0.10
1979 4214472  0.20
1979 4214617  1.60
1979 421  52  2.70
1979 4214083  2.50
1979 4214004  0.80
1979 4214079  5.10
1979 4214954  0.00
1979 421 488  0.90
1979 421 483  0.00
1979 4224007  8.30
1979 4224572  3.30
1979 4224472  2.10
1979 4224617  8.60
1979 422  52  0.00
